Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:Ig-like C2-type 2	6	4.137931034482759	0.012140322865857962	35038_AT, 33530_AT, 35956_S_AT, 1112_G_AT, 1355_G_AT, 1786_AT	136	203	20063	4.360257896261953	0.9994399929296122	0.6077850091854771	16.55060958109953	
UP_SEQ_FEATURE	metal ion-binding site:Iron; catalytic	3	2.0689655172413794	0.012184211940943783	32073_AT, 34636_AT, 37166_AT	136	25	20063	17.70264705882353	0.999455039037328	0.5661157029613709	16.605510723265937	
KEGG_PATHWAY	hsa05202:Transcriptional misregulation in cancer	6	4.137931034482759	0.02170673071651567	1974_S_AT, 37096_AT, 33284_AT, 1983_AT, 39187_AT, 37711_AT	67	168	6910	3.683368869936034	0.9789837348419533	0.8550301232736721	23.608758463618884	
KEGG_PATHWAY	hsa04020:Calcium signaling pathway	6	4.137931034482759	0.027630353479769235	38236_AT, 37983_AT, 32418_AT, 1419_G_AT, 34467_G_AT, 1901_S_AT	67	179	6910	3.4570165930125905	0.9927835227402539	0.8067549332723115	29.09513285045954	
UP_SEQ_FEATURE	metal ion-binding site:Iron (heme axial ligand)	4	2.7586206896551726	0.029266374155969197	38229_AT, 33284_AT, 1391_S_AT, 1419_G_AT	136	99	20063	5.960487225193107	0.9999999876306988	0.838104597213313	35.595087822613834	
INTERPRO	IPR003599:Immunoglobulin subtype	9	6.206896551724138	0.032647779429686594	35038_AT, 31512_AT, 33530_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT	137	506	18593	2.4139090043564813	0.9999971810739994	0.922372297093062	36.896676256322436	
KEGG_PATHWAY	hsa04010:MAPK signaling pathway	7	4.827586206896552	0.03412947735082442	1974_S_AT, 41280_R_AT, 919_AT, 1355_G_AT, 40186_AT, 1855_AT, 37711_AT	67	255	6910	2.8311384255194616	0.9977831897416495	0.7830137918164464	34.69652757630083	
INTERPRO	IPR002337:Haemoglobin, beta	2	1.3793103448275863	0.03604559291728399	33516_AT, 31687_F_AT	137	5	18593	54.286131386861314	0.999999272639205	0.9051672565084048	39.9025236994157	
UP_SEQ_FEATURE	lipid moiety-binding region:S-palmitoyl cysteine	5	3.4482758620689653	0.03649209783826802	37983_AT, 38691_S_AT, 919_AT, 34467_G_AT, 32279_AT	136	185	20063	3.9870826709062004	0.9999999998731509	0.8740208038557543	42.34256938977863	
INTERPRO	IPR003598:Immunoglobulin subtype 2	6	4.137931034482759	0.037364128968630284	35038_AT, 33530_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 1355_G_AT	137	251	18593	3.244191118736732	0.9999995705765573	0.8768562853803589	41.032745423137044	
INTERPRO	IPR012346:p53/RUNT-type transcription factor, DNA-binding domain	2	1.3793103448275863	0.043098411905238616	1974_S_AT, 39187_AT	137	6	18593	45.23844282238443	0.999999956957151	0.8799844206079653	45.72243981752535	
KEGG_PATHWAY	hsa04550:Signaling pathways regulating pluripotency of stem cells	5	3.4482758620689653	0.04428953320913698	33684_AT, 35915_AT, 2090_I_AT, 40186_AT, 35373_AT	67	140	6910	3.6833688699360336	0.9996553039907821	0.7970041071501998	42.6438849911534	
UP_SEQ_FEATURE	site:Not glycated	2	1.3793103448275863	0.04616817341315008	31687_F_AT, 31525_S_AT	136	7	20063	42.14915966386555	0.9999999999997392	0.9105971011271243	50.34936275807538	
INTERPRO	IPR001811:Chemokine interleukin-8-like domain	3	2.0689655172413794	0.04635291177259076	36703_AT, 37454_AT, 1403_S_AT	137	47	18593	8.662680540456593	0.9999999884052997	0.8687041320468134	48.22766550356315	
KEGG_PATHWAY	hsa05222:Small cell lung cancer	4	2.7586206896551726	0.04723102332936865	1974_S_AT, 1419_G_AT, 35373_AT, 1910_S_AT	67	85	6910	4.853380158033362	0.9997996363532653	0.7580996549105201	44.77295784129276	
INTERPRO	IPR013783:Immunoglobulin-like fold	13	8.96551724137931	0.04768588282641942	35038_AT, 32469_AT, 33530_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT, 31512_AT, 35090_G_AT, 35956_S_AT, 34249_AT, 35091_AT, 38508_S_AT, 35566_F_AT	137	956	18593	1.845501328528235	0.9999999932331645	0.847581191591115	49.22242760148254	
INTERPRO	IPR004724:Epithelial sodium channel	2	1.3793103448275863	0.050100005277618924	37953_S_AT, 40317_AT	137	7	18593	38.77580813347237	0.9999999974532529	0.8345274406541765	50.9790174760099	
KEGG_PATHWAY	hsa05215:Prostate cancer	4	2.7586206896551726	0.05143907414603294	1974_S_AT, 35373_AT, 1901_S_AT, 1910_S_AT	67	88	6910	4.687924016282225	0.9999080650565576	0.7349337870284232	47.69275729907317	
INTERPRO	IPR020903:Na+ channel, amiloride-sensitive, conserved site	2	1.3793103448275863	0.05705074235265749	37953_S_AT, 40317_AT	137	8	18593	33.92883211678832	0.9999999998493377	0.8481200795259956	55.726758885862196	
INTERPRO	IPR002402:Cytochrome P450, E-class, group II	2	1.3793103448275863	0.05705074235265749	38229_AT, 1391_S_AT	137	8	18593	33.92883211678832	0.9999999998493377	0.8481200795259956	55.726758885862196	
INTERPRO	IPR007110:Immunoglobulin-like domain	11	7.586206896551724	0.05866808903785435	35038_AT, 31512_AT, 32469_AT, 33530_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 35566_F_AT, 1786_AT	137	776	18593	1.9237997591993379	0.9999999999222016	0.8331284218488071	56.76849912602358	
BIOCARTA	h_tffPathway:Trefoil Factors Initiate  Mucosal Healing	3	2.0689655172413794	0.058956158331334746	37898_R_AT, 35373_AT, 1901_S_AT	26	26	1625	7.211538461538462	0.9978392946233056	0.9978392946233056	49.121078354131974	
UP_SEQ_FEATURE	glycosylation site:N-linked (Glc) (glycation)	2	1.3793103448275863	0.05896605027255388	31687_F_AT, 31525_S_AT	136	9	20063	32.782679738562095	0.9999999999999999	0.943063864158153	59.35317317691447	
OMIM_DISEASE	611162~Malaria, resistance to	2	1.3793103448275863	0.05903619153348528	31687_F_AT, 1419_G_AT	42	7	4740	32.244897959183675	0.9958162783291231	0.9958162783291231	48.41700558551081	
SMART	SM00199:SCY	3	2.0689655172413794	0.05981097567881348	36703_AT, 37454_AT, 1403_S_AT	92	44	10071	7.463685770750988	0.9988684611577294	0.9663616462609927	50.18290601228219	
UP_SEQ_FEATURE	mutagenesis site	22	15.172413793103448	0.06063150116647114	33963_AT, 1974_S_AT, 32469_AT, 40350_AT, 32680_AT, 34636_AT, 37408_AT, 32084_AT, 41489_AT, 967_G_AT, 1331_S_AT, 35439_AT, 37711_AT, 1910_S_AT, 32073_AT, 33371_S_AT, 34249_AT, 1391_S_AT, 37953_S_AT, 41280_R_AT, 33922_AT, 966_AT, 35213_AT	136	2191	20063	1.4812803715735496	1.0	0.935344642224748	60.405820479419035	
UP_SEQ_FEATURE	domain:Fibronectin type-III 2	4	2.7586206896551726	0.06080970198008291	35038_AT, 1112_G_AT, 38508_S_AT, 1786_AT	136	133	20063	4.436753648827952	1.0	0.9229929733182358	60.516933878269775	
UP_SEQ_FEATURE	domain:Fibronectin type-III 1	4	2.7586206896551726	0.061908585528032585	35038_AT, 1112_G_AT, 38508_S_AT, 1786_AT	136	134	20063	4.403643546971027	1.0	0.9135743328025911	61.19572046178652	
INTERPRO	IPR001873:Na+ channel, amiloride-sensitive	2	1.3793103448275863	0.06395098981012376	37953_S_AT, 40317_AT	137	9	18593	30.15896188158962	0.9999999999910884	0.8375531926912244	60.01489577379253	
KEGG_PATHWAY	hsa04066:HIF-1 signaling pathway	4	2.7586206896551726	0.06672428193883966	1419_G_AT, 35373_AT, 1901_S_AT, 1910_S_AT	67	98	6910	4.209564422784039	0.9999947306856658	0.7811133556559607	57.14663289088503	
INTERPRO	IPR023411:Ribonuclease A, active site	2	1.3793103448275863	0.07080111171190932	36766_AT, 33979_AT	137	10	18593	27.143065693430657	0.999999999999473	0.8481355368342195	63.88789880568655	
BBID	38.Cell_cycle_arrest_and_apoptosis_ceramide	2	1.3793103448275863	0.07534228874416601	1974_S_AT, 1910_S_AT	7	5	388	22.17142857142857	0.8695314330844549	0.8695314330844549	47.39613172739679	
SMART	SM00408:IGc2	6	4.137931034482759	0.0766520749045908	35038_AT, 33530_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 1355_G_AT	92	251	10071	2.6167503897453663	0.9998450500159309	0.9462889249182307	59.3847249035573	
KEGG_PATHWAY	hsa05014:Amyotrophic lateral sclerosis (ALS)	3	2.0689655172413794	0.08215681163111564	1974_S_AT, 38236_AT, 1910_S_AT	67	50	6910	6.188059701492537	0.9999997199380543	0.8129674812829231	65.0760780330053	
INTERPRO	IPR013098:Immunoglobulin I-set	4	2.7586206896551726	0.0834031326549959	35038_AT, 35090_G_AT, 35091_AT, 1112_G_AT, 1355_G_AT	137	140	18593	3.8775808133472367	0.9999999999999972	0.8769966343243659	70.11889912082535	
SMART	SM00409:IG	9	6.206896551724138	0.0863258922619467	35038_AT, 31512_AT, 33530_AT, 35090_G_AT, 35956_S_AT, 35091_AT, 1112_G_AT, 37968_AT, 1355_G_AT, 1786_AT	92	506	10071	1.9470484619350403	0.9999513542441413	0.9164856242980646	63.941261364455215	
KEGG_PATHWAY	hsa05213:Endometrial cancer	3	2.0689655172413794	0.08787246207739806	1974_S_AT, 35373_AT, 1901_S_AT	67	52	6910	5.950057405281285	0.9999999067218537	0.8018573392125744	67.65314334267829	
BBID	152.altered_synaptic_signalling-neurodegenerative_disorders	2	1.3793103448275863	0.08982778813719766	1974_S_AT, 1910_S_AT	7	6	388	18.476190476190474	0.9134608003738439	0.7058245427875465	53.785158481132854	
UP_SEQ_FEATURE	glycosylation site:N-linked (GlcNAc...); partial	2	1.3793103448275863	0.09021990894171995	33963_AT, 37172_AT	136	14	20063	21.074579831932773	1.0	0.9669405264449411	75.35418698019323	
UP_SEQ_FEATURE	metal ion-binding site:Zinc	4	2.7586206896551726	0.09256172926328456	32073_AT, 1974_S_AT, 1419_G_AT, 37172_AT	136	159	20063	3.711246762856086	1.0	0.9634036632910188	76.27736695949949	
KEGG_PATHWAY	hsa05217:Basal cell carcinoma	3	2.0689655172413794	0.09666143146215975	1974_S_AT, 33684_AT, 2090_I_AT	67	55	6910	5.625508819538671	0.9999999830293944	0.8033885305235956	71.27689936708231	
INTERPRO	IPR006539:Phospholipid-transporting  P-type ATPase, subfamily IV	2	1.3793103448275863	0.09770753401746915	33685_AT, 39469_S_AT	137	14	18593	19.387904066736183	1.0	0.9025575083757706	75.97590900317337	
KEGG_PATHWAY	hsa05223:Non-small cell lung cancer	3	2.0689655172413794	0.09964540767499694	1974_S_AT, 35373_AT, 1901_S_AT	67	56	6910	5.525053304904051	0.9999999905203829	0.7855138602899014	72.41976762037983	


